policy,seed,return,length,success,caught
bc,0,0.0,500,0,0
bc,1,0.0,500,0,0
bc,2,0.0,500,0,0
bc,3,0.0,500,0,0
bc,4,0.0,500,0,0
bc,5,0.0,500,0,0
bc,6,0.0,500,0,0
bc,7,0.0,500,0,0
bc,8,0.0,500,0,0
bc,9,0.0,500,0,0
bc,10,0.0,500,0,0
bc,11,0.0,500,0,0
bc,12,0.0,500,0,0
bc,13,0.0,500,0,0
bc,14,934.0,500,1,1
bc,15,0.0,500,0,0
bc,16,0.0,500,0,0
bc,17,80.0,500,1,1
bc,18,0.0,500,0,0
bc,19,0.0,500,0,0
bc,20,2.0,500,1,1
bc,21,0.0,500,0,0
bc,22,0.0,500,0,0
bc,23,262.0,500,1,1
bc,24,0.0,500,0,0
bc,25,679.0,500,1,1
bc,26,0.0,500,0,0
bc,27,974.0,500,1,1
bc,28,28.0,500,1,1
bc,29,0.0,500,0,0
bc,30,0.0,500,0,0
bc,31,469.0,500,1,1
bc,32,0.0,500,0,0
bc,33,1.0,500,1,1
bc,34,0.0,500,0,0
bc,35,0.0,500,0,0
bc,36,0.0,500,0,0
bc,37,303.0,500,1,1
bc,38,150.0,500,1,1
bc,39,940.0,500,1,1
bc,40,0.0,500,0,0
bc,41,557.0,500,1,1
bc,42,951.0,500,1,1
bc,43,0.0,500,0,0
bc,44,0.0,500,0,0
bc,45,0.0,500,0,0
bc,46,155.0,500,1,1
bc,47,0.0,500,0,0
bc,48,0.0,500,0,0
bc,49,442.0,500,1,1
bc,50,0.0,500,0,0
bc,51,0.0,500,0,0
bc,52,42.0,500,1,1
bc,53,572.0,500,1,1
bc,54,674.0,500,1,1
bc,55,0.0,500,0,0
bc,56,0.0,500,0,0
bc,57,0.0,500,0,0
bc,58,0.0,500,0,0
bc,59,0.0,500,0,0
bc,60,51.0,500,1,1
bc,61,0.0,500,0,0
bc,62,0.0,500,0,0
bc,63,122.0,500,1,1
bc,64,210.0,500,1,1
bc,65,0.0,500,0,0
bc,66,450.0,500,1,1
bc,67,947.0,500,1,1
bc,68,781.0,500,1,1
bc,69,0.0,500,0,0
bc,70,0.0,500,0,0
bc,71,227.0,500,1,1
bc,72,0.0,500,0,0
bc,73,937.0,500,1,1
bc,74,0.0,500,0,0
bc,75,0.0,500,0,0
bc,76,0.0,500,0,0
bc,77,0.0,500,0,0
bc,78,0.0,500,0,0
bc,79,984.0,500,1,1
bc,80,956.0,500,1,1
bc,81,0.0,500,0,0
bc,82,478.0,500,1,1
bc,83,0.0,500,0,0
bc,84,0.0,500,0,0
bc,85,0.0,500,0,0
bc,86,0.0,500,0,0
bc,87,0.0,500,0,0
bc,88,927.0,500,1,1
bc,89,0.0,500,0,0
bc,90,0.0,500,0,0
bc,91,0.0,500,0,0
bc,92,222.0,500,1,1
bc,93,396.0,500,1,1
bc,94,0.0,500,0,0
bc,95,0.0,500,0,0
bc,96,892.0,500,1,1
bc,97,49.0,500,1,1
bc,98,0.0,500,0,0
bc,99,0.0,500,0,0
bc,100,590.0,500,1,1
bc,101,971.0,500,1,1
bc,102,0.0,500,0,0
bc,103,0.0,500,0,0
bc,104,0.0,500,0,0
bc,105,0.0,500,0,0
bc,106,0.0,500,0,0
bc,107,0.0,500,0,0
bc,108,0.0,500,0,0
bc,109,16.0,500,1,1
bc,110,135.0,500,1,1
bc,111,0.0,500,0,0
bc,112,0.0,500,0,0
bc,113,0.0,500,0,0
bc,114,866.0,500,1,1
bc,115,133.0,500,1,1
bc,116,492.0,500,1,1
bc,117,984.0,500,1,1
bc,118,895.0,500,1,1
bc,119,0.0,500,0,0
bc,120,539.0,500,1,1
bc,121,0.0,500,0,0
bc,122,0.0,500,0,0
bc,123,634.0,500,1,1
bc,124,0.0,500,0,0
bc,125,0.0,500,0,0
bc,126,0.0,500,0,0
bc,127,49.0,500,1,1
bc,128,255.0,500,1,1
bc,129,0.0,500,0,0
bc,130,0.0,500,0,0
bc,131,814.0,500,1,1
bc,132,0.0,500,0,0
bc,133,0.0,500,0,0
bc,134,0.0,500,0,0
bc,135,0.0,500,0,0
bc,136,0.0,500,0,0
bc,137,614.0,500,1,1
bc,138,368.0,500,1,1
bc,139,948.0,500,1,1
bc,140,0.0,500,0,0
bc,141,0.0,500,0,0
bc,142,0.0,500,0,0
bc,143,0.0,500,0,0
bc,144,0.0,500,0,0
bc,145,0.0,500,0,0
bc,146,958.0,500,1,1
bc,147,0.0,500,0,0
bc,148,847.0,500,1,1
bc,149,0.0,500,0,0
bc,150,0.0,500,0,0
bc,151,0.0,500,0,0
bc,152,0.0,500,0,0
bc,153,308.0,500,1,1
bc,154,963.0,500,1,1
bc,155,880.0,500,1,1
bc,156,0.0,500,0,0
bc,157,0.0,500,0,0
bc,158,90.0,500,1,1
bc,159,0.0,500,0,0
bc,160,0.0,500,0,0
bc,161,432.0,500,1,1
bc,162,0.0,500,0,0
bc,163,247.0,500,1,1
bc,164,342.0,500,1,1
bc,165,405.0,500,1,1
bc,166,0.0,500,0,0
bc,167,0.0,500,0,0
bc,168,575.0,500,1,1
bc,169,0.0,500,0,0
bc,170,0.0,500,0,0
bc,171,1.0,500,1,1
bc,172,271.0,500,1,1
bc,173,0.0,500,0,0
bc,174,890.0,500,1,1
bc,175,0.0,500,0,0
bc,176,568.0,500,1,1
bc,177,959.0,500,1,1
bc,178,0.0,500,0,0
bc,179,0.0,500,0,0
bc,180,0.0,500,0,0
bc,181,0.0,500,0,0
bc,182,241.0,500,1,1
bc,183,0.0,500,0,0
bc,184,0.0,500,0,0
bc,185,20.0,500,1,1
bc,186,944.0,500,1,1
bc,187,0.0,500,0,0
bc,188,938.0,500,1,1
bc,189,0.0,500,0,0
bc,190,698.0,500,1,1
bc,191,0.0,500,0,0
bc,192,0.0,500,0,0
bc,193,356.0,500,1,1
bc,194,0.0,500,0,0
bc,195,402.0,500,1,1
bc,196,420.0,500,1,1
bc,197,0.0,500,0,0
bc,198,970.0,500,1,1
bc,199,954.0,500,1,1
bc,200,0.0,500,0,0
bc,201,0.0,500,0,0
bc,202,0.0,500,0,0
bc,203,0.0,500,0,0
bc,204,0.0,500,0,0
bc,205,773.0,500,1,1
bc,206,0.0,500,0,0
