policy,seed,return,length,success,caught
phase3,200,792.0,500,1,1
phase3,201,0.0,500,0,0
phase3,202,205.0,500,1,1
phase3,203,470.0,500,1,1
phase3,204,0.0,500,0,0
phase3,205,0.0,500,0,0
phase3,206,859.0,500,1,1
phase3,207,433.0,500,1,1
phase3,208,271.0,500,1,1
phase3,209,393.0,500,1,1
phase3,210,0.0,500,0,0
phase3,211,0.0,500,0,0
phase3,212,0.0,500,0,0
phase3,213,0.0,500,0,0
phase3,214,0.0,500,0,0
phase3,215,0.0,500,0,0
phase3,216,0.0,500,0,0
phase3,217,0.0,500,0,0
phase3,218,398.0,500,1,1
phase3,219,0.0,500,0,0
phase3,220,0.0,500,0,0
phase3,221,963.0,500,1,1
phase3,222,935.0,500,1,1
phase3,223,826.0,500,1,1
phase3,224,0.0,500,0,0
phase3,225,0.0,500,0,0
phase3,226,0.0,500,0,0
phase3,227,226.0,500,1,1
phase3,228,510.0,500,1,1
phase3,229,236.0,500,1,1
phase3,230,930.0,500,1,1
phase3,231,263.0,500,1,1
phase3,232,493.0,500,1,1
phase3,233,202.0,500,1,1
phase3,234,0.0,500,0,0
phase3,235,0.0,500,0,0
phase3,236,188.0,500,1,1
phase3,237,0.0,500,0,0
phase3,238,0.0,500,0,0
phase3,239,0.0,500,0,0
phase3,240,0.0,500,0,0
phase3,241,0.0,500,0,0
phase3,242,230.0,500,1,1
phase3,243,870.0,500,1,1
phase3,244,217.0,500,1,1
phase3,245,233.0,500,1,1
phase3,246,958.0,500,1,1
phase3,247,923.0,500,1,1
phase3,248,0.0,500,0,0
phase3,249,364.0,500,1,1
phase3,250,0.0,500,0,0
phase3,251,382.0,500,1,1
phase3,252,456.0,500,1,1
phase3,253,695.0,500,1,1
phase3,254,659.0,500,1,1
phase3,255,771.0,500,1,1
phase3,256,0.0,500,0,0
phase3,257,0.0,500,0,0
phase3,258,0.0,500,0,0
phase3,259,0.0,500,0,0
phase3,260,658.0,500,1,1
phase3,261,0.0,500,0,0
phase3,262,882.0,500,1,1
phase3,263,568.0,500,1,1
phase3,264,0.0,500,0,0
phase3,265,969.0,500,1,1
phase3,266,0.0,500,0,0
phase3,267,0.0,500,0,0
phase3,268,0.0,500,0,0
phase3,269,664.0,500,1,1
phase3,270,0.0,500,0,0
phase3,271,0.0,500,0,0
phase3,272,0.0,500,0,0
phase3,273,379.0,500,1,1
phase3,274,0.0,500,0,0
phase3,275,947.0,500,1,1
phase3,276,0.0,500,0,0
phase3,277,0.0,500,0,0
phase3,278,0.0,500,0,0
phase3,279,622.0,500,1,1
phase3,280,486.0,500,1,1
phase3,281,0.0,500,0,0
phase3,282,0.0,500,0,0
phase3,283,224.0,500,1,1
phase3,284,779.0,500,1,1
phase3,285,0.0,500,0,0
phase3,286,571.0,500,1,1
phase3,287,0.0,500,0,0
phase3,288,0.0,500,0,0
phase3,289,0.0,500,0,0
phase3,290,772.0,500,1,1
phase3,291,0.0,500,0,0
phase3,292,0.0,500,0,0
phase3,293,0.0,500,0,0
phase3,294,0.0,500,0,0
phase3,295,832.0,500,1,1
phase3,296,880.0,500,1,1
phase3,297,0.0,500,0,0
phase3,298,0.0,500,0,0
phase3,299,966.0,500,1,1
phase3,300,0.0,500,0,0
phase3,301,356.0,500,1,1
phase3,302,0.0,500,0,0
phase3,303,541.0,500,1,1
phase3,304,0.0,500,0,0
phase3,305,0.0,500,0,0
phase3,306,877.0,500,1,1
phase3,307,943.0,500,1,1
phase3,308,438.0,500,1,1
phase3,309,317.0,500,1,1
phase3,310,0.0,500,0,0
phase3,311,250.0,500,1,1
phase3,312,0.0,500,0,0
phase3,313,0.0,500,0,0
phase3,314,25.0,500,1,1
phase3,315,0.0,500,0,0
phase3,316,0.0,500,0,0
phase3,317,874.0,500,1,1
phase3,318,158.0,500,1,1
phase3,319,0.0,500,0,0
phase3,320,0.0,500,0,0
phase3,321,0.0,500,0,0
phase3,322,93.0,500,1,1
phase3,323,0.0,500,0,0
phase3,324,634.0,500,1,1
phase3,325,931.0,500,1,1
phase3,326,919.0,500,1,1
phase3,327,963.0,500,1,1
phase3,328,0.0,500,0,0
phase3,329,460.0,500,1,1
phase3,330,629.0,500,1,1
phase3,331,414.0,500,1,1
phase3,332,663.0,500,1,1
phase3,333,968.0,500,1,1
phase3,334,0.0,500,0,0
phase3,335,0.0,500,0,0
phase3,336,974.0,500,1,1
phase3,337,0.0,500,0,0
phase3,338,859.0,500,1,1
phase3,339,231.0,500,1,1
phase3,340,0.0,500,0,0
phase3,341,0.0,500,0,0
phase3,342,0.0,500,0,0
phase3,343,688.0,500,1,1
phase3,344,0.0,500,0,0
phase3,345,994.0,500,1,1
phase3,346,0.0,500,0,0
phase3,347,0.0,500,0,0
phase3,348,0.0,500,0,0
phase3,349,0.0,500,0,0
phase3,350,484.0,500,1,1
phase3,351,0.0,500,0,0
phase3,352,0.0,500,0,0
phase3,353,85.0,500,1,1
phase3,354,275.0,500,1,1
phase3,355,0.0,500,0,0
phase3,356,0.0,500,0,0
phase3,357,0.0,500,0,0
phase3,358,0.0,500,0,0
phase3,359,0.0,500,0,0
phase3,360,948.0,500,1,1
phase3,361,0.0,500,0,0
phase3,362,678.0,500,1,1
phase3,363,920.0,500,1,1
