tau_start,tau_end,count,latent_mse
0.0,0.20000000298023224,1791,0.014860689606765074
0.20000000298023224,0.4000000059604645,665,0.030016631554616126
0.4000000059604645,0.6000000238418579,871,0.1880659328262513
0.6000000238418579,0.800000011920929,692,0.431944715752767
0.800000011920929,1.0,1101,2.008466990832087
