dim,mse,sigma_pred,resid_std,calib_ratio
0,0.07053010165691376,0.25774407386779785,0.2648564279079437,0.9731463793560716
1,0.11150360107421875,0.3085268437862396,0.332144558429718,0.9288932663683066
