true_value,count,pred_mean,pred_std,mse
0.0,2490,0.01001199334859848,0.10681109875440598,0.011508851312100887
1.0,110,1.7997275590896606,0.2590719163417816,0.706682562828064
2.0,3800,1.9800533056259155,0.06320679932832718,0.0043929689563810825
