tau,reward_mse,reward_pearson,reward_event_auc,continue_auc,continue_bce,action_mse,action_nll
0.9,0.21119053661823273,0.9149647325713715,0.9896551724137931,nan,0.0003527735243551433,0.2936047613620758,1.5887176990509033
