dim,mse,sigma_pred,resid_std,calib_ratio
0,0.21456976234912872,0.5117652416229248,0.4622613191604614,1.1070907740071574
1,0.26330167055130005,0.5224542617797852,0.5064252018928528,1.0316513866747172
