policy,seed,return,length,success,caught
phase3,200,0.0,500,0,0
phase3,201,499.0,500,1,1
phase3,202,0.0,500,0,0
phase3,203,0.0,500,0,0
phase3,204,275.0,500,1,1
phase3,205,0.0,500,0,0
phase3,206,660.0,500,1,1
phase3,207,0.0,500,0,0
phase3,208,0.0,500,0,0
phase3,209,0.0,500,0,0
phase3,210,149.0,500,1,1
phase3,211,229.0,500,1,1
phase3,212,0.0,500,0,0
phase3,213,0.0,500,0,0
phase3,214,0.0,500,0,0
phase3,215,0.0,500,0,0
phase3,216,0.0,500,0,0
phase3,217,0.0,500,0,0
phase3,218,599.0,500,1,1
phase3,219,0.0,500,0,0
phase3,220,730.0,500,1,1
phase3,221,965.0,500,1,1
phase3,222,939.0,500,1,1
phase3,223,391.0,500,1,1
phase3,224,659.0,500,1,1
phase3,225,0.0,500,0,0
phase3,226,96.0,500,1,1
phase3,227,0.0,500,0,0
phase3,228,631.0,500,1,1
phase3,229,0.0,500,0,0
phase3,230,972.0,500,1,1
phase3,231,0.0,500,0,0
phase3,232,0.0,500,0,0
phase3,233,0.0,500,0,0
phase3,234,289.0,500,1,1
phase3,235,0.0,500,0,0
phase3,236,0.0,500,0,0
phase3,237,0.0,500,0,0
phase3,238,0.0,500,0,0
phase3,239,0.0,500,0,0
phase3,240,361.0,500,1,1
phase3,241,526.0,500,1,1
phase3,242,0.0,500,0,0
phase3,243,0.0,500,0,0
phase3,244,0.0,500,0,0
phase3,245,0.0,500,0,0
phase3,246,980.0,500,1,1
phase3,247,949.0,500,1,1
phase3,248,676.0,500,1,1
phase3,249,951.0,500,1,1
phase3,250,0.0,500,0,0
phase3,251,0.0,500,0,0
phase3,252,0.0,500,0,0
phase3,253,0.0,500,0,0
phase3,254,972.0,500,1,1
phase3,255,410.0,500,1,1
phase3,256,0.0,500,0,0
phase3,257,0.0,500,0,0
phase3,258,0.0,500,0,0
phase3,259,0.0,500,0,0
phase3,260,0.0,500,0,0
phase3,261,0.0,500,0,0
