dim,mse,sigma_pred,resid_std,calib_ratio
0,0.19961927831172943,0.3360264301300049,0.35196101665496826,0.9547262743004739
1,0.23939979076385498,0.36571991443634033,0.3842442035675049,0.9517903225105901
