true_value,count,pred_mean,pred_std,mse
0.0,3016,0.018431510776281357,0.1458289623260498,0.021605808287858963
1.0,132,1.7531505823135376,0.2937679886817932,0.6535354256629944
2.0,4532,1.976662516593933,0.08216576278209686,0.0072958460077643394
